----------------------------------
SN:14240 Ver 2.2
Start Time 09:30:00
Start Date 10-18-2005
Epoch Period (hh:mm:ss) 00:01:00
Download Time 11:30:01
Download Date 11-28-2005
Current Memory Address: 10197
Battery Life Remaining:  3562 hrs 
----------------------------------
       0       0       0       0       0       0       0       0       0       0     445    1264    1773       0       0       0       0       0       0    3185    4062    5189    1299     703      24      26      92     580      67     369    1112     400    1650      51     359    1851    1493    1034    1130    1544    1092    2077    2048    1223    1355    1378    1581     850    1507    1427    1312     769    1257    3572    1529    1748     982     812     931     258
    2495    1568     844     283     132     256     820     220     251      27     185     402     232     953    3075     656    1951     741    3013     452    1489    1061    2123     157     874    2394    1075      29    4008    2404    1454    1313    2782     445    2942     665      61    4339    6672    2050    2615    1404     121      51     200    1211    1161    1474    1466    1891    1519    1719    1298    1813    1691     846    1092    2132    1100    2372
     781     103     618    1327     419    1417    3084     405     674     154     338     437     305      69     165     115      94     122      48      12      83      31      97     258     246     179     249     510    1322     979     797     570    2025    5337     956    3440    3027    2161     920    1627     169     122    1404    1369     180     946     155     866     462     333      44    1448    1519    2550    1942    1227     603     644    1380     727
     673    1157      72      19      59    1738     247     260     755     482     756      47     149    1764    1167     222     302     173     113    1256      72      88     124      19     184     143     120     260    2110     285     818    1466    5413    1996    3186    5414     784     125      62     224      27      50     652     198     301    4902    1190     475      72    2373      27     110    2245    2423     794     493     376     301     972    2038
    1798     933     598     399     561     271      66      92     588     244      48      22     770      69     557    1237     400      93     397     278      74    1012      45      83     106      19      54     320     443     273       0     316     902    5785     853    2929     497    1944    4967    2131    1754     779     255     187    2110     387     670     740     655     345    2545    1286    1291     269    2042    1387    1118     596    1650    2178
     945     420     231    1220    1246    1623     818    2093    4089    2566     706     218     698    1341    3916     838    1364     956     984    1862    3358     323    3376    2398     330     125     148    1190    1290     177       6      52     366     176     696    1015    1098    1063    1256     705      87     863      40      14      68      41       5      16       0     337     295    1108      66     369       0     288      94     605     623     344
     752     737    1622    2983    1089    1580     872    3160    3005    3726    4913    3743    3351    3960    3629    3982    3592    3669    1657    2490     493    1224     179    1012      21      59       2       0       0       1       0       0     486     582       0       6       0       0     367       0       0     406     157      97      70     101      16       4      11      44       0      46     175     781     550       3       0       0     209      54
       0       0       0      99      53       1       0      88     403       0     350     763    1326    2599    1271     163      99     162     293    1399    2330     345    2106     876    1344    2011    1980      38     207     303     202    1909     922     817    2993    2411     522     651    1511     116     440      27     137     748    1134     758     969     917       9       0       2     794    1993     422     402      65     107    1406    3936     508
     738     750     349     123     285      92      68     212     183      63      37     127      13     166     248      96      84     234       1      74      83     613     653     696    2241     299     227     246     916      17     535     170       5       3      23      23      55      42       0      42     173       1     209     347       4      13       6      80      88     153     212     123    1304     344     459     162     352    1194     466     879
     731     546     364    1166     323     119     484     107     293    1598     253     392     655    1565     572     350     134     117     133    1728     493     799       3     147      46     186    1171    2745    2986    3417     618     261     203     218     164     263      53     138     506      75      60      74     159     200      48     315     253     226     202     662     105     417     258     681     397     148     212     300    2043    2402
    1382    1472    1796    1078    2268      63     157     733     278      18      10       9     145    1763     271    1277     793    1706      43      27       1       2      27      13     284      40     883       1     252     951    2191    1036     335     402     240    2064    2698    3547    3361    2997    3131    2076    3845    2883    2533    2310    1222     572     570     702    2259     649     212     928      26     530    1929    1219    1300     841
     456    1366      93     453     497    2799     334    1073     315     258     318      31      25      56     251      85     125     128     172     304     876     326      90     358     283      30     131      36     115      19     176     167     223     909    2769     408     652     829       1       1      39      10      13      14     342     524    2310    1947    1421     389    1478      59     591      89     209      86      80     161      10       0
       0     166       0     232     325     446    2286     497     650     558    1996     919    2192    2079       2       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0
